Id,Ime_ucenika,Prezime_ucenika,Datum_rodjenja_ucenika,OIB,Ime_oca,Adresa_ucenika,Postanski_broj,Mjesto,Naziv_zupanije,Naziv_skole,Adresa_skole,Broj_razreda,Slovo_razreda,Naziv_predmeta,Broj_sati_tjedno,Ime_nastavnika,Prezime_nastavnika,Datum_rodjenja_nastavnika,Pocetak_rada,Kraj_rada,Naziv_zvanja,Broj_ocjene
759,Guinevere,Crowd,2009-05-24,63952673058,Noah,70101 Elmside Lane,54321,Višňové,Požeško-slavonska,Gimnazija Drvo,45235 Carioca Court,4,B,Dentistry,1,Chico,Abberley,2025-08-23,2026-06-04,,Visiting professor,5
760,Cordelia,Dinnage,2012-10-04,99995685030,Mano,5 Blaine Court,54321,Pondokunyur,Dubrovačko-neretvanska,Osnovna škola Asteroid,2360 Maywood Center,2,J,Law,1,Sianna,Pratty,2025-09-03,2025-11-29,,Docent,5
761,Janenna,Giamitti,2010-11-14,56824564945,Felizio,29890 Golf Center,77800,Santarém,Bjelovarsko-bilogorska,Gimnazija Vjetar,4236 Butternut Avenue,1,I,Mathematics,2,Celestyn,Still,2026-04-15,2025-11-28,,Lecturer,2
762,Nertie,Tookill,2010-06-04,90814148758,Augustin,578 Scott Center,55000,Lagos,Sisačko-moslavačka,Umjetnička škola Nebesko tijelo,616 Heath Court,2,H,Astronomy,2,Dulcie,Thomassen,2026-02-16,2025-08-06,,Predavac,2
763,Blanch,Rainsden,2010-06-13,42918188161,Cheston,126 Sutteridge Parkway,11000,Muraharjo,Koprivničko-križevačka,Srednja škola Otok,1574 Lerdahl Terrace,4,A,Anthropology,5,Margarete,Giraudat,2025-09-06,2026-03-15,,Lecturer,4
764,Lorrie,Readshall,2012-09-09,20939788554,Hirsch,2978 Mcbride Point,35000,Motala,Dubrovačko-neretvanska,Srednja škola Mjesečina,20 Lerdahl Way,2,J,Veterinary,2,Nicolea,Heaker,2026-07-17,2025-08-08,,Lecturer,4
765,Valentine,Tranmer,2009-11-19,72242818530,Alphard,7583 Loomis Alley,11200,Cala,Brodsko-posavska,Osnovna škola Šuma,6765 Declaration Circle,2,I,Computer Science,4,Reinald,Drissell,2025-07-31,2025-09-25,,Docent,2
766,Violette,Blenkharn,2009-09-20,81378452342,Ram,13 Delaware Alley,44500,Dahuang,Osječko-baranjska,Osnovna škola Asteroid,99245 Milwaukee Pass,3,F,Nursing,1,Winne,Saddleton,2025-08-10,2026-05-29,,Profesor emeritus,1
767,Killie,Tickle,2009-10-03,70010833640,Booth,1 Lakewood Gardens Center,77000,Helmsange,Šibensko-kninska,Osnovna škola Trava,96796 Debs Parkway,1,B,Anthropology,3,Millicent,Messam,2025-09-14,2025-10-22,,Visiting professor,3
768,Sutherlan,Neilands,2010-05-25,87374731187,Freeman,9961 Hansons Hill,44000,Rongelap,Vukovarsko-srijemska,Gimnazija Komet,5 Redwing Drive,2,J,Nursing,3,Dusty,Petrasch,2025-11-14,2026-04-14,,Docent,1
769,Garreth,Linskill,2008-04-08,56144305634,Hadlee,2 Riverside Court,11000,Cheqiao,Zagrebačka,Osnovna škola Planina,4122 Prentice Court,4,B,Computer Science,1,George,Pfeffle,2026-06-13,2025-08-10,,Lecturer,3
770,Rex,Maddin,2012-02-06,53645727670,Onfre,015 Warbler Pass,88900,Kamnica,Brodsko-posavska,Osnovna škola Pustinja,83 New Castle Lane,3,A,Sociology,4,Hailey,Eadon,2026-05-01,2025-08-10,,Lecturer,1
771,Emmie,Liddon,2011-08-21,97126433386,Roddie,52948 Hoepker Street,55000,Baoping,Vukovarsko-srijemska,Osnovna škola Voda,53 Bunting Center,1,B,Medicine,3,Sherline,Oxbe,2025-12-15,2026-01-18,,Research professor,4
772,Helli,Drewes,2008-05-28,36297962185,Abran,62697 Pleasure Point,20000,Sukadami,Šibensko-kninska,Srednja škola Proljeće,9 Browning Center,1,I,Dentistry,3,Shurlock,Linguard,2025-11-25,2025-08-29,,Asistent,1
773,Oralle,Toke,2012-08-06,63044639806,Winston,706 Forster Drive,99000,La Banda,Koprivničko-križevačka,Osnovna škola Zvijezda,35 Leroy Plaza,3,H,Criminal Justice,2,Jacklyn,Raft,2026-01-14,2026-06-05,,Asistent,4
774,Aurlie,Izzett,2010-10-18,57519661478,Ferdinand,56 Eastlawn Circle,88900,Panjakent,Pazinska,Tehnička škola Svemir,65364 Victoria Hill,4,F,Engineering,5,Jonathan,Rebillard,2026-07-01,2026-07-19,,Associate professor,2
775,Afton,Learoid,2009-12-14,72120562914,Godwin,017 Victoria Circle,33400,Selorejo,Splitsko-dalmatinska,Umjetnička škola Oblak,2 Mariners Cove Pass,4,C,Economics,3,Jeanne,Tranckle,2026-07-08,2025-10-22,,Assistant professor,3
776,Ernestine,Guise,2012-10-21,57469546884,Jean,20542 Mcguire Way,12345,Leeuwarden,Varaždinska,Osnovna škola Voda,655 Mayfield Avenue,3,H,Geography,5,Eduino,Aucock,2026-02-07,2026-04-30,,Adjunct professor,5
777,Fidelity,Sterricks,2008-01-24,81912998053,Morgun,14 Mesta Point,88000,Nymburk,Krapinsko-zagorska,Osnovna škola Snijeg,57841 West Avenue,4,G,Business,1,Lucila,Gossipin,2026-03-12,2025-11-28,,Assistant professor,2
778,Tamera,Elfes,2011-08-18,22143791140,Isador,81 Knutson Alley,11000,Dachnoye,Karlovačka,Gimnazija Zvijezda,4 Nancy Way,2,J,Sociology,4,Boote,Whitehouse,2026-03-05,2026-07-01,,Adjunct professor,4
779,Aurore,Maty,2010-03-01,94510845997,Arty,9733 East Terrace,54321,Krasnoye,Splitsko-dalmatinska,Osnovna škola Ptica,03466 Marcy Trail,2,A,Physics,3,Sib,Hardware,2026-02-17,2026-06-22,,Visiting professor,4
780,Genvieve,Lathey,2008-01-01,83185620220,Lane,184 Kim Point,99000,Palaiópyrgos,Istarska,Umjetnička škola Nebesko tijelo,5056 Sunbrook Parkway,3,F,Dentistry,1,Fairlie,McAughtrie,2025-08-31,2026-01-02,,Lecturer,5
781,Melicent,Shugg,2012-08-10,14125321874,Zedekiah,90 Randy Center,44000,Saint Lucia,Varaždinska,Osnovna škola Snijeg,236 Eastwood Plaza,1,H,Veterinary,3,Justin,Saltrese,2026-07-19,2025-08-24,,Lecturer,3
782,Lenna,Dalbey,2011-07-23,11634752337,Jereme,25 Sundown Pass,12345,Tiannan,Zagrebačka,Tehnička škola Val,86298 Red Cloud Terrace,2,I,Environmental Science,4,Tobye,Coveny,2026-07-29,2026-02-20,,Visiting professor,2
783,Jarred,Lagneaux,2008-11-12,81405470248,Holt,9240 Golden Leaf Avenue,77000,Praszka,Lika-senjska,Srednja škola Mjesečina,1522 Tomscot Lane,3,D,Philosophy,2,Barth,Kunneke,2026-04-07,2026-05-06,,Adjunct professor,4
784,Kliment,Devil,2010-08-20,54883259361,Jose,133 Marcy Lane,22300,Kutno,Splitsko-dalmatinska,Umjetnička škola Nebesko tijelo,09300 Mendota Place,1,D,Anthropology,3,Jessamyn,Evens,2025-09-10,2026-02-03,,Research professor,4
785,Mart,Goodbody,2010-11-24,85133205502,Port,1870 Sutherland Center,33400,Damu,Požeško-slavonska,Osnovna škola Snijeg,40063 Pond Crossing,2,F,Physics,1,Kala,Raistrick,2025-10-21,2026-03-31,,Associate professor,4
786,Kimberly,MacDuff,2009-02-09,22921474899,Zebedee,66 Lunder Court,55600,Suwaru,Požeško-slavonska,Srednja škola More,6355 Columbus Park,1,B,Geography,1,Bernarr,Kilius,2026-05-21,2026-02-10,,Asistent,5
787,Matti,Hruska,2011-01-01,66948797493,Claudianus,2301 Golf Course Avenue,88900,Sorochuco,Koprivničko-križevačka,Tehnička škola Kiša,0 Crescent Oaks Place,3,C,Architecture,2,Beale,Harmour,2025-09-20,2026-07-19,,Lecturer,1
788,Hestia,Hindshaw,2011-02-17,15427611579,Romain,49 Bluestem Park,55000,Elassóna,Istarska,Tehnička škola Kiša,206 Coleman Way,1,E,Music,5,Katharina,Bacop,2026-07-28,2026-04-04,,Visiting professor,4
789,Donelle,Stradling,2011-08-24,87524898324,Kaine,258 Saint Paul Drive,22300,Huaping,Brodsko-posavska,Tehnička škola Jupiter,250 Ludington Pass,1,D,Psychology,1,Henrie,Lippo,2026-06-03,2026-07-13,,Asistent,1
790,Allissa,Shearn,2009-12-31,72357315452,Boycie,722 Hayes Trail,99000,Nanlang,Virovitičko-podravska,Gimnazija Cvijet,8 Burning Wood Way,1,C,Accounting,5,Perry,Nealand,2025-09-21,2026-04-07,,Docent,1
791,Lorie,McIlmorow,2008-09-07,30766768162,Efrem,04 Main Alley,55600,Millet,Virovitičko-podravska,Osnovna škola Rijeka,52 Glendale Lane,1,G,Criminal Justice,3,Marcus,Worsham,2025-08-01,2026-03-31,,Associate professor,5
792,Matilda,Baldry,2011-04-14,44700393566,Corrie,946 Donald Hill,88900,Wurigelebur,Vukovarsko-srijemska,Umjetnička škola Sunce,244 Graceland Junction,1,F,Biology,4,Dolph,Seathwright,2025-12-13,2026-05-25,,Lecturer,2
793,Deanne,Eayrs,2010-10-28,51609425571,Bryan,125 Loftsgordon Trail,77800,Marale,Virovitičko-podravska,Osnovna škola Šuma,43220 Nova Court,4,A,Literature,2,Wallie,Kerfut,2026-05-18,2026-07-28,,Docent,4
794,Moll,Ruilton,2009-03-22,66181856406,Elliot,09 Hagan Junction,77000,Gotse Delchev,Koprivničko-križevačka,Tehnička škola Oblak,421 Sutherland Way,3,F,Political Science,2,Vonny,Durante,2025-11-14,2026-02-24,,Asistent,5
795,Selle,Graddon,2012-10-18,29465650681,Heinrick,89243 Bunting Court,11000,Sauga,Vukovarsko-srijemska,Gimnazija Cvijet,0 Fordem Trail,2,J,Music,2,Trescha,Mayston,2025-08-04,2026-05-14,,Assistant professor,1
796,Ottilie,Peyzer,2008-01-17,71170500756,Bartie,66 Novick Junction,20000,Perpignan,Vukovarsko-srijemska,Osnovna škola Šuma,2996 Loftsgordon Trail,4,B,Music,4,Cissiee,Vercruysse,2025-12-10,2026-01-17,,Associate professor,3
797,Dyane,Goodfellowe,2008-08-01,78124409909,Gunar,514 Steensland Parkway,88000,Rokiciny,Osječko-baranjska,Osnovna škola Cvijet,85423 Gulseth Lane,4,H,English,4,Bald,Filyakov,2026-03-23,2026-01-05,,Assistant professor,5
798,Edward,McGeoch,2010-09-22,96714747813,Francklin,0647 Bobwhite Street,54321,Deqing,Vukovarsko-srijemska,Gimnazija Vjetar,3 Brickson Park Circle,4,G,Law,1,Eric,Cejka,2025-10-06,2026-07-09,,Visiting professor,4
799,Karoly,Gravenall,2010-08-05,30520506615,Merry,79370 Shoshone Crossing,44000,Goraj,Brodsko-posavska,Osnovna škola Snijeg,9 Merchant Pass,2,D,Accounting,4,Joli,MacDunlevy,2025-10-08,2026-06-12,,Lecturer,2
800,Aron,Banasik,2009-04-20,96276635482,Sherman,080 Russell Park,99000,Lumbardhi,Pazinska,Umjetnička škola Mjesec,76182 Hauk Trail,3,B,Sociology,4,Kristien,Southam,2025-08-18,2026-06-22,,Visiting professor,1
801,Charles,Toffolini,2011-06-22,86929771916,Brett,33 Monterey Park,33400,Pidigan,Zadarska,Srednja škola Mjesečina,1 Straubel Avenue,4,J,Medicine,1,Langsdon,Strangwood,2026-05-30,2026-07-03,,Adjunct professor,5
802,Jack,Merrell,2008-06-23,46161350923,Eddy,4338 Bartillon Lane,66700,La Victoria,Požeško-slavonska,Gimnazija Zvijezda,04067 Prairie Rose Court,1,J,Marketing,2,Nanni,St. Ledger,2026-05-14,2026-04-13,,Associate professor,5
803,Fanni,Karlsen,2012-12-11,57774941431,Ash,40 Crest Line Plaza,88900,San Miguel,Sisačko-moslavačka,Umjetnička škola Oblak,2 Service Hill,2,H,Nursing,5,Marybeth,Ivanyushkin,2025-07-31,2025-10-17,,Docent,5
804,Donal,Phipson,2011-01-23,43043482862,Trefor,78860 Logan Crossing,22300,Gachalá,Karlovačka,Tehnička škola Svemir,36702 Trailsway Alley,4,B,Business,2,Jude,Gallagher,2025-08-02,2025-09-11,,Docent,5
805,Annora,Greatbatch,2012-03-10,89619066218,Paco,9177 Farmco Plaza,33400,Tahilt,Sisačko-moslavačka,Osnovna škola Planina,1 Miller Drive,2,E,Nursing,5,Daisi,Collingdon,2026-01-13,2026-04-15,,Predavac,3
806,Demetre,Rothermel,2012-05-03,69879775167,Ned,22 Vernon Plaza,88000,Suita,Brodsko-posavska,Tehnička škola Svemir,8 Buena Vista Way,4,J,Anthropology,1,Lilli,Belward,2025-12-02,2025-10-17,,Visiting professor,4
807,Caron,Inchboard,2009-12-24,96899831918,Dorey,81441 Ohio Pass,11200,Xinglong,Zagrebačka,Umjetnička škola Oblak,96776 Meadow Valley Park,3,J,Sociology,5,Ailis,Cheetam,2026-04-27,2026-05-02,,Associate professor,3
808,Zachariah,Shallow,2010-08-15,29798817017,Hermy,6 Cherokee Lane,33400,Trzcianka,Pazinska,Osnovna škola Snijeg,7 Toban Terrace,3,G,Physical Education,5,Shaina,Pree,2026-05-12,2025-08-01,,Associate professor,3
809,Novelia,Sleaford,2008-11-02,88582966988,Olenolin,70 Everett Point,44000,Oelui,Brodsko-posavska,Srednja škola Brdo,4041 Debra Junction,1,A,Marketing,4,Cori,Tullot,2025-09-16,2026-07-16,,Profesor emeritus,2
810,Benedicta,Hayesman,2011-08-28,13943301916,Gothart,04 Canary Lane,88900,Geshan,Istarska,Umjetnička škola Oblak,1 Acker Trail,4,A,Biology,5,Kandace,Sciusscietto,2025-10-13,2025-07-31,,Associate professor,4
811,Cherida,Sarath,2012-06-05,70727923084,Sven,2342 Raven Crossing,55000,Pau,Brodsko-posavska,Srednja škola Supernova,3 Lakeland Park,2,E,Dentistry,3,Kirsteni,Stanistrete,2025-11-08,2025-09-07,,Predavac,5
812,Juditha,Fligg,2012-03-03,83064312233,Spence,0184 Elka Drive,55000,Rongcheng,Vukovarsko-srijemska,Tehnička škola Sunčev sustav,889 Merrick Pass,4,D,Environmental Science,1,Kirstyn,Tennet,2026-06-22,2026-05-29,,Lecturer,5
813,Ynez,Searchwell,2010-08-07,99816186253,Armand,6 Northland Park,22300,Sịa,Varaždinska,Srednja škola Zemlja,6 Corscot Avenue,4,G,Political Science,4,Heath,Ivchenko,2026-06-26,2025-08-16,,Research professor,1
814,Solly,Lesor,2008-05-30,71853919761,Rodrique,7048 Dahle Center,54321,Paços de Ferreira,Vukovarsko-srijemska,Srednja škola Supernova,55321 Novick Parkway,4,J,Business,2,Chane,Horick,2026-04-19,2025-11-04,,Docent,3
815,Ilysa,Petegrew,2011-06-20,47909835520,Egor,08 Sunfield Trail,11200,København,Lika-senjska,Srednja škola Ljeto,505 Troy Drive,2,D,Economics,1,Modesty,Antonignetti,2026-07-12,2025-08-29,,Asistent,3
816,Ahmed,Siemandl,2008-03-16,67357856667,Alwyn,55834 Eastwood Pass,88900,Barranco de Loba,Pazinska,Srednja škola Ljeto,25417 Rieder Center,4,B,Astronomy,3,Sig,Cheng,2026-01-28,2026-06-27,,Visiting professor,3
817,Hillier,Cawdery,2009-09-16,94277550606,Dante,12 Jenna Court,55000,Sophia Antipolis,Virovitičko-podravska,Osnovna škola Sunce,7822 Nelson Court,4,G,Computer Science,2,Valeda,Trail,2025-08-27,2026-02-27,,Assistant professor,4
818,Leontine,MacPaden,2008-10-28,93971936699,Hi,6376 Talmadge Parkway,99000,Dalong,Splitsko-dalmatinska,Osnovna škola Sunčeva svjetlost,0666 Farragut Alley,3,G,Dentistry,1,Gar,Fomichyov,2025-10-04,2026-06-23,,Lecturer,4
819,Ermentrude,Bedward,2010-12-22,20498165856,Fabe,363 Hooker Point,66000,Sake,Lika-senjska,Osnovna škola Saturn,2702 Victoria Place,3,I,Business,2,Mignon,Myers,2025-08-12,2026-05-18,,Lecturer,5
820,Rosene,Ianiello,2011-11-24,45675873963,Walden,225 Jenifer Avenue,44500,Pananaw,Vukovarsko-srijemska,Osnovna škola Planeta X,4 Hauk Court,4,C,Astronomy,2,Daniella,Rodrigo,2026-06-28,2026-07-19,,Predavac,5
821,Elvera,Cuberley,2012-02-23,47949915733,Brant,2 Kings Center,66000,Ciganaria,Brodsko-posavska,Umjetnička škola Mars,7010 Dovetail Parkway,3,C,Music,5,Israel,Beminster,2025-09-10,2026-02-14,,Docent,2
822,Gigi,Pardue,2009-11-04,91634224100,Cesaro,06 Kinsman Center,66000,Al Khamīs,Splitsko-dalmatinska,Srednja škola Zemlja,7 Loomis Junction,4,H,Music,4,Hortense,Readwing,2026-01-28,2026-01-22,,Associate professor,5
823,Olin,Gaisford,2012-09-09,17997277685,Basilio,811 Village Green Court,54321,Foumbot,Krapinsko-zagorska,Srednja škola Ljeto,80 Annamark Park,4,C,Literature,4,Nanon,Quincey,2025-09-26,2026-01-11,,Profesor emeritus,3
824,Lizabeth,Cancutt,2012-03-19,37797415196,Yardley,8144 Memorial Hill,22300,Santo Domingo Oeste,Krapinsko-zagorska,Gimnazija Jesen,988 Vahlen Pass,4,I,Business,1,Talia,Scamal,2026-02-20,2026-07-26,,Visiting professor,1
825,Siobhan,Tapner,2011-03-30,34958272995,Dall,31738 Artisan Crossing,33400,Zhougao,Vukovarsko-srijemska,Srednja škola Zemlja,344 Mitchell Drive,4,B,Physics,5,Eduard,Meriet,2026-03-23,2026-05-05,,Lecturer,3
826,Averil,Purselow,2012-08-16,79655702839,Kermy,87 Leroy Way,77000,Tianjiazhai,Zadarska,Osnovna škola Snijeg,96949 Ilene Parkway,1,D,Architecture,3,Samantha,Wissby,2026-07-12,2026-07-01,,Profesor emeritus,5
827,Katharine,Grelik,2011-10-04,86770449602,Chick,8 International Trail,88000,Huangtugang,Karlovačka,Srednja škola Supernova,7321 Northridge Hill,3,A,Music,1,Guglielmo,Colegate,2026-05-16,2026-01-28,,Docent,3
828,Tova,O'Siaghail,2009-12-22,18086821151,Brocky,10556 Spaight Road,11200,Gostovići,Požeško-slavonska,Umjetnička škola Oblak,1 Blackbird Crossing,2,J,Economics,1,Dirk,Passfield,2025-12-12,2026-03-16,,Predavac,3
829,Ansel,McClurg,2009-01-24,65335155315,Booth,6226 Park Meadow Drive,88000,Isanlu Itedoijowa,Vukovarsko-srijemska,Osnovna škola Cvijet,53227 Sachtjen Center,4,J,Sociology,5,Neysa,O' Neligan,2026-07-17,2025-10-19,,Profesor emeritus,1
830,Prescott,Somerlie,2009-05-19,54496424268,Teodoro,7 Ronald Regan Pass,66700,Snizhne,Zagrebačka,Srednja škola Galaksija,98021 Park Meadow Road,3,D,Psychology,3,Payton,Wotton,2026-03-19,2026-07-02,,Visiting professor,2
831,Reinold,Mileham,2010-09-17,28902677126,Ulises,88427 Vera Avenue,11000,Campo Largo,Varaždinska,Gimnazija Jesen,4887 Mayfield Hill,2,I,Art,3,Adelaide,Wattisham,2026-01-20,2026-02-12,,Asistent,1
832,Lyndel,McSperron,2009-03-31,74796545430,Gaston,0812 Utah Road,66700,Bastos,Dubrovačko-neretvanska,Gimnazija Drvo,63541 Dahle Circle,1,B,Marketing,3,Gerrie,Manueau,2026-06-11,2026-02-13,,Visiting professor,2
833,Clayson,Downage,2009-12-18,48616732831,Glenden,27 Dahle Street,11000,Drammen,Osječko-baranjska,Srednja škola Planeta,1 Eliot Pass,1,G,Sociology,1,Kent,Padgett,2025-12-16,2025-12-13,,Profesor emeritus,2
834,Mabelle,Giggie,2012-11-03,63520910388,Tommy,5 Granby Junction,55600,Sanli,Zadarska,Osnovna škola Sunčeva svjetlost,8 Mitchell Court,4,F,Economics,2,Alvinia,Sherrott,2025-10-10,2025-11-28,,Lecturer,4
835,Kynthia,Stolle,2009-12-13,47052555451,Earl,1030 Westport Point,99000,Cariaco,Međimurska,Osnovna škola Asteroid,0345 Moland Point,2,E,Biology,4,Vanna,Dood,2025-10-27,2026-07-24,,Asistent,3
836,Josefa,Petrakov,2012-08-03,59607099299,Rufus,5077 Vera Trail,12345,Sinmak,Brodsko-posavska,Tehnička škola Oblak,6676 Bowman Crossing,2,I,History,4,Jill,Clinch,2026-03-19,2026-02-01,,Visiting professor,3
837,Ermin,Rawlins,2012-08-16,52251054645,Lane,60 Boyd Parkway,77800,Chone,Požeško-slavonska,Osnovna škola Saturn,79 Upham Circle,4,G,Philosophy,2,Reggie,Hugnot,2026-05-01,2026-03-03,,Research professor,3
838,Phylys,Shambroke,2010-09-18,98534381554,Derril,4498 Golf Course Point,66000,Hanshou,Šibensko-kninska,Srednja škola Galaksija,5 Kingsford Park,2,E,Physical Education,4,Markos,Cesaric,2025-09-24,2026-04-08,,Lecturer,3
839,Christine,Churms,2012-03-02,40278542080,Archibold,26 Kropf Park,77000,Dobrá,Vukovarsko-srijemska,Tehnička škola Sunčev sustav,798 Bunting Place,1,C,Physical Education,3,Fanya,Stelfax,2026-04-20,2026-02-24,,Associate professor,3
840,Yvon,Chittim,2010-09-15,65942824066,Byram,940 Muir Hill,33400,Al Manşūrah,Koprivničko-križevačka,Tehnička škola Kiša,4518 Prentice Center,3,B,Accounting,4,Elisha,Thomas,2026-07-17,2026-05-12,,Associate professor,4
841,Vitia,Fairburn,2008-11-30,24661344860,Jarrod,489 4th Terrace,88000,Gibato,Međimurska,Umjetnička škola Sunce,28 Debs Lane,2,F,Medicine,4,Ferris,Sharples,2025-12-08,2026-03-06,,Predavac,4
842,Torrin,Winnard,2008-02-19,11793563529,Abbie,7 Vahlen Junction,22300,Xidoupu,Istarska,Osnovna škola Trava,095 Weeping Birch Hill,3,H,Economics,1,Hadria,Flieger,2026-03-06,2026-01-10,,Visiting professor,1
843,Walton,Crump,2012-06-01,41637665524,Barnard,2 Morning Road,33400,Taytay,Zagrebačka,Tehnička škola Jupiter,12530 Gulseth Pass,2,H,Physical Education,3,Idell,McCullum,2025-10-10,2025-08-06,,Profesor emeritus,5
844,Duane,Duley,2010-06-27,46023650336,Jeffrey,28 Butterfield Plaza,22300,Nar'yan-Mar,Splitsko-dalmatinska,Osnovna škola Pustinja,9 Veith Drive,4,G,Philosophy,5,Isacco,Schimon,2026-05-08,2025-10-20,,Associate professor,2
845,Tate,Kennon,2008-09-04,21952579387,Elia,0 Fair Oaks Park,55600,Pokrovskoye-Streshnëvo,Požeško-slavonska,Osnovna škola Ptica,55966 Katie Drive,2,E,Psychology,5,Blancha,Philpots,2026-07-15,2026-05-07,,Profesor emeritus,3
846,Adan,Marunchak,2008-12-11,73153414472,Lorens,8 Clarendon Point,66000,Chengshan,Vukovarsko-srijemska,Osnovna škola Planina,535 Walton Alley,3,E,Political Science,1,Manon,Driffield,2026-05-04,2026-07-29,,Lecturer,2
847,Mellisa,Mattiassi,2009-03-01,75624886753,Craig,579 Clemons Court,99000,Dzików Stary,Krapinsko-zagorska,Gimnazija Vjetar,41 Dennis Court,4,I,Environmental Science,5,Cesya,Loghan,2026-02-06,2026-07-13,,Adjunct professor,3
848,Randie,Torpie,2008-09-27,34763122039,Rodrique,540 Harper Hill,99000,Delgermörön,Dubrovačko-neretvanska,Osnovna škola Zima,12185 Oxford Avenue,4,G,Veterinary,5,Aida,Boucher,2025-08-24,2026-01-25,,Predavac,2
849,Langston,Vearncomb,2009-12-12,65573621243,Ransell,78 Loftsgordon Point,12345,Boawae,Bjelovarsko-bilogorska,Srednja škola More,34 Express Way,1,I,Architecture,2,Valerie,Hasty,2026-07-20,2026-02-25,,Assistant professor,1
850,Evanne,Rubberts,2008-10-09,95710886273,Henderson,59 Dixon Road,66000,Khasht’arrak,Virovitičko-podravska,Umjetnička škola Oblak,90422 Ridgeway Avenue,3,H,Art,1,Dennison,Bodham,2025-10-27,2026-05-17,,Lecturer,2
851,Mallory,Dunklee,2012-04-27,19552712291,Alfy,76 Oakridge Court,44500,El Paso,Splitsko-dalmatinska,Srednja škola Mjesečina,225 Bay Circle,2,A,Environmental Science,3,Marketa,Baszniak,2025-08-28,2026-02-02,,Lecturer,1
852,Nadya,Bernardt,2011-05-02,63652629165,Isidor,6184 Forest Run Park,22300,Nonoichi,Virovitičko-podravska,Srednja škola Otok,606 Eastwood Street,4,F,Geography,4,Clint,Stredwick,2026-06-22,2026-07-26,,Visiting professor,4
853,Christye,Belverstone,2012-10-31,37929833520,Ellerey,0443 Glendale Crossing,35000,Široki Brijeg,Sisačko-moslavačka,Srednja škola Ljeto,41588 Melody Alley,1,H,Psychology,2,Drusilla,Rishworth,2026-04-16,2025-12-05,,Adjunct professor,1
854,Marilyn,Clace,2009-09-01,40914396402,Dolf,13206 Glendale Road,54321,General Ramírez,Sisačko-moslavačka,Osnovna škola Sunce,32 Coolidge Hill,1,J,Astronomy,4,Christel,Carrick,2026-01-22,2025-11-30,,Assistant professor,1
855,Grethel,Brookfield,2008-10-03,49425843205,Ludwig,091 Nova Point,54321,Lobuk,Vukovarsko-srijemska,Umjetnička škola Nebesko tijelo,6610 Caliangt Court,1,A,Music,1,Bram,Cruickshanks,2025-08-22,2026-02-04,,Adjunct professor,1
856,Andrea,Keyser,2012-02-14,13114896944,Morgen,784 Ryan Alley,12345,Fresno,Vukovarsko-srijemska,Gimnazija Vjetar,907 Barby Hill,1,C,Music,1,Correna,Linge,2026-01-10,2026-04-04,,Research professor,2
857,Philippa,Brett,2011-02-01,78495568767,Jon,600 Kensington Alley,88000,Falun,Vukovarsko-srijemska,Srednja škola Mjesečina,83493 Schlimgen Place,4,I,Dentistry,1,Kassey,Coslitt,2026-01-29,2025-09-25,,Predavac,4
858,Morse,Orthmann,2009-09-08,76951923957,Hardy,8842 Gina Parkway,20000,Uppsala,Pazinska,Srednja škola Ljeto,76 Trailsway Trail,2,D,Economics,3,Lulita,Gowrie,2025-11-12,2025-10-31,,Lecturer,3
859,Grethel,Mazzei,2008-09-30,14545240860,Kile,9 Randy Hill,11000,Poxin,Lika-senjska,Gimnazija Zvijezda,666 Vermont Parkway,2,D,Accounting,5,Edik,Plaice,2026-03-03,2025-11-02,,Lecturer,1
860,Emily,Scarbarrow,2009-11-18,69077627801,Kahlil,7 Merchant Park,66000,Cache Creek,Virovitičko-podravska,Osnovna škola Univerzum,34 Walton Park,2,H,Environmental Science,4,Rois,Lafayette,2025-08-16,2025-10-09,,Predavac,3
861,Fulton,Bene,2009-07-20,39386220931,Natale,5 School Avenue,11200,Aygeshat,Sisačko-moslavačka,Gimnazija Komet,9412 Cordelia Hill,3,J,Physical Education,1,Armando,Billanie,2026-01-09,2026-06-20,,Adjunct professor,2
862,Gusty,Loalday,2008-07-11,32607206673,Natal,84 Doe Crossing Drive,77000,Huancheng,Vukovarsko-srijemska,Tehnička škola Oblak,40315 Shoshone Avenue,4,B,Medicine,3,Erin,Oldcote,2026-02-03,2026-05-01,,Profesor emeritus,4
863,Leontine,Ecclestone,2010-04-11,46288718447,Nilson,41876 Larry Point,20000,Ajax,Brodsko-posavska,Gimnazija Cvijet,49 Buhler Way,1,I,Physics,5,Tomas,Rodrigues,2025-11-01,2025-12-12,,Predavac,2
864,Joceline,Whinray,2008-01-14,50424929251,Hamil,8948 Moose Place,33400,Khlong Hat,Krapinsko-zagorska,Srednja škola Brdo,00 Jay Way,4,E,Anthropology,5,Wesley,Baish,2026-02-23,2026-01-26,,Predavac,2
865,Garv,Heino,2011-12-30,44503151944,Vasily,976 Merchant Terrace,11200,Yoshkar-Ola,Lika-senjska,Umjetnička škola Mjesec,70 Manitowish Plaza,4,F,Architecture,3,Carole,Children,2026-06-08,2026-01-28,,Research professor,4
866,Katharine,Nickoll,2011-10-04,79557847676,Francois,38 East Trail,22300,Alto de la Estancia,Primorsko-goranska,Srednja škola Mjesec,627 Marcy Avenue,2,D,Physical Education,3,Ware,Oganesian,2026-05-25,2026-01-16,,Lecturer,3
